dataset,metric,number_of_variants,ft_percentage,boost,mistake_type,mistake_percentage,shapiro,normally_distributed,ttest,ttest_significant,wilcoxon,wilcoxon_significant
libssh,precision,3,20,False,SwappedFeature,100,8.285927970054478e-05,False,0.715399393197871,False,0.410194914937129,False
libssh,precision,3,20,True,SwappedCondition,25,0.007310238393060127,False,1.610938873119483e-09,True,1.2815416253625037e-06,True
libssh,precision,3,20,True,SwappedCondition,50,1.8618188920811683e-05,False,3.931170660574735e-08,True,1.4244516560381606e-06,True
libssh,precision,3,20,True,SwappedCondition,75,0.2724201987145257,True,0.001939728774242228,True,0.0014736089803735425,True
libssh,precision,3,20,True,SwappedCondition,100,9.056939501873164e-08,False,0.9906401442875001,False,0.9988094663632449,False
libssh,precision,3,20,True,ErroneousConjunction,25,1.334280040819949e-07,False,2.700783457811624e-07,True,1.2815416253625037e-06,True
libssh,precision,3,20,True,ErroneousConjunction,50,0.0015398344017395196,False,1.6951662393966942e-12,True,1.5825850093136646e-06,True
libssh,precision,3,20,True,ErroneousConjunction,75,4.155305027560186e-07,False,2.582925773072636e-06,True,1.2815416253625037e-06,True
libssh,precision,3,20,True,ErroneousConjunction,100,4.7532514833234273e-07,False,6.594116236979243e-05,True,1.4244516560381606e-06,True
libssh,precision,3,20,True,SwappedFeature,25,4.556477810315637e-08,False,6.4777855168652836e-06,True,1.9508278382469876e-06,True
libssh,precision,3,20,True,SwappedFeature,50,2.087801694733253e-06,False,2.5875754415446764e-07,True,1.7574815406371137e-06,True
libssh,precision,3,20,True,SwappedFeature,75,0.016209601127703924,False,0.0003626181246059874,True,0.0003300286507587451,True
libssh,precision,3,20,True,SwappedFeature,100,1.7506269317670424e-08,False,0.8914710904389929,False,0.758895477484169,False
libssh,precision,3,25,False,SwappedCondition,25,0.0011920376656874344,False,1.9657385809883006e-12,True,1.7574815406371137e-06,True
libssh,precision,3,25,False,SwappedCondition,50,0.08779503461463697,True,8.3573646081136e-08,True,5.969515575688028e-06,True
libssh,precision,3,25,False,SwappedCondition,75,0.22247341988863528,True,0.0006900102346822049,True,0.0004514411717119143,True
libssh,precision,3,25,False,SwappedCondition,100,9.528061340538601e-05,False,0.9968815270622227,False,0.9987211763558077,False
libssh,precision,3,25,False,ErroneousConjunction,25,0.0011293705500089219,False,4.696346080279612e-14,True,1.2815416253625037e-06,True
libssh,precision,3,25,False,ErroneousConjunction,50,0.00012374901383611548,False,8.804566963194477e-15,True,1.2815416253625037e-06,True
libssh,precision,3,25,False,ErroneousConjunction,75,0.00044399841468094553,False,1.103776846230461e-13,True,1.4244516560381606e-06,True
libssh,precision,3,25,False,ErroneousConjunction,100,0.0003781211524226842,False,3.5382632890122374e-12,True,1.5825850093136646e-06,True
libssh,precision,3,25,False,SwappedFeature,25,0.0013072533333037093,False,4.2598088934949034e-12,True,1.7574815406371137e-06,True
libssh,precision,3,25,False,SwappedFeature,50,0.002363283972211509,False,2.5403944751937992e-09,True,5.969515575688028e-06,True
libssh,precision,3,25,False,SwappedFeature,75,0.00040462775928610953,False,0.001982218089724832,True,0.0009580768330973436,True
libssh,precision,3,25,False,SwappedFeature,100,7.3871400140192485e-06,False,0.8535056509531957,False,0.4698363650325338,False
libssh,precision,3,25,True,SwappedCondition,25,0.007009572110257166,False,2.7497107404053306e-10,True,1.7574815406371137e-06,True
libssh,precision,3,25,True,SwappedCondition,50,0.26059664737658683,True,4.516315692122384e-08,True,4.890826126605969e-06,True
libssh,precision,3,25,True,SwappedCondition,75,0.37331081444384834,True,0.0005440055962584848,True,0.0008903784974574848,True
libssh,precision,3,25,True,SwappedCondition,100,3.337900102493343e-08,False,0.9931690770328289,False,0.9996951670225115,False
libssh,precision,3,25,True,ErroneousConjunction,25,0.002356648613390196,False,1.0471231339818273e-14,True,1.2815416253625037e-06,True
libssh,precision,3,25,True,ErroneousConjunction,50,0.00026176890045470576,False,9.615718776091104e-12,True,1.2815416253625037e-06,True
libssh,precision,3,25,True,ErroneousConjunction,75,2.293353948896325e-08,False,1.8306789997770386e-07,True,1.2815416253625037e-06,True
libssh,precision,3,25,True,ErroneousConjunction,100,6.59237502807266e-07,False,1.7148221417306357e-05,True,1.2815416253625037e-06,True
libssh,precision,3,25,True,SwappedFeature,25,0.006139929878129882,False,5.652476590399489e-13,True,1.2815416253625037e-06,True
libssh,precision,3,25,True,SwappedFeature,50,0.0030067376513092494,False,1.0191906026992474e-09,True,3.9998668708673125e-06,True
libssh,precision,3,25,True,SwappedFeature,75,0.013007934615228582,False,0.0005422058566731531,True,0.0007679884483111963,True
libssh,precision,3,25,True,SwappedFeature,100,1.0151651203745545e-08,False,0.9590737088699617,False,0.9216590352982565,False
libssh,precision,5,5,False,SwappedCondition,25,0.02527136688044803,False,1.5584221613487936e-06,True,1.993127919129203e-05,True
libssh,precision,5,5,False,SwappedCondition,50,0.15719695291777291,True,0.015982986291694954,True,0.008438791872013117,True
libssh,precision,5,5,False,SwappedCondition,75,0.06614042412743437,True,0.9785865292137849,False,0.9389548262096913,False
libssh,precision,5,5,False,SwappedCondition,100,0.00015305671842579544,False,0.9999903552906634,False,0.9999955760379875,False
libssh,precision,5,5,False,ErroneousConjunction,25,0.023619404263109326,False,1.6340945200771826e-11,True,1.2815416253625037e-06,True
libssh,precision,5,5,False,ErroneousConjunction,50,0.027340578783881325,False,6.168044408287213e-11,True,3.073364496231079e-08,True
libssh,precision,5,5,False,ErroneousConjunction,75,0.006810393616772501,False,5.541946871466769e-09,True,1.30385160446167e-08,True
libssh,precision,5,5,False,ErroneousConjunction,100,0.0005496379303761672,False,8.117674236039091e-07,True,8.195638656616211e-08,True
libssh,precision,5,5,False,SwappedFeature,25,0.7405444794071671,True,5.250530508430468e-07,True,1.617039629309674e-05,True
libssh,precision,5,5,False,SwappedFeature,50,0.10010279205205004,True,0.02228982221641843,True,0.01846039351061391,True
libssh,precision,5,5,False,SwappedFeature,75,0.6763694291843156,True,0.9605606167449238,False,0.9487183404432,False
libssh,precision,5,5,False,SwappedFeature,100,0.0498020916700197,False,0.9999875924315468,False,0.9999977890402079,False
libssh,precision,5,5,True,SwappedCondition,25,0.0016958838373910593,False,0.00017157311287089224,True,6.673264332200692e-05,True
libssh,precision,5,5,True,SwappedCondition,50,5.859545382721116e-09,False,0.35622814553658183,False,0.004304296234950058,True
libssh,precision,5,5,True,SwappedCondition,75,7.76195001596564e-07,False,0.9930199795847748,False,0.9992320115516888,False
libssh,precision,5,5,True,SwappedCondition,100,0.007423247260363564,False,0.9999932735005062,False,0.9999934093955256,False
libssh,precision,5,5,True,ErroneousConjunction,25,2.0849345160649408e-08,False,0.0009010769734374229,True,1.2815416253625037e-06,True
libssh,precision,5,5,True,ErroneousConjunction,50,5.787283331538174e-07,False,0.00022502443878586029,True,4.6566128730773926e-09,True
libssh,precision,5,5,True,ErroneousConjunction,75,4.262544778851754e-06,False,0.0005622597148327688,True,1.3811513781547546e-06,True
libssh,precision,5,5,True,ErroneousConjunction,100,0.0013398642675927876,False,0.00011685515792065639,True,4.428252577781677e-05,True
libssh,precision,5,5,True,SwappedFeature,25,4.205269050202182e-06,False,0.0003212391932171681,True,7.643916413285107e-06,True
libssh,precision,5,5,True,SwappedFeature,50,1.887392007085821e-07,False,0.015351678526627183,True,0.005882712774735055,True
libssh,precision,5,5,True,SwappedFeature,75,6.630665931289307e-06,False,0.8880293799733333,False,0.8528477067716407,False
libssh,precision,5,5,True,SwappedFeature,100,0.025606839350736307,False,0.9999547847385178,False,0.9999779621139169,False
libssh,precision,5,10,False,SwappedCondition,25,0.6564634744275107,True,9.509006951192295e-07,True,2.9867514967918396e-06,True
libssh,precision,5,10,False,SwappedCondition,50,0.003249885232346698,False,0.10836535540703218,False,0.07594345975667238,False
libssh,precision,5,10,False,SwappedCondition,75,0.10404569108947864,True,0.9376490253051221,False,0.8857235889881849,False
libssh,precision,5,10,False,SwappedCondition,100,0.7253840727519407,True,0.9999991285063721,False,0.9999992903321981,False
libssh,precision,5,10,False,ErroneousConjunction,25,0.1457336910560008,True,2.587756547790222e-11,True,1.4244516560381606e-06,True
libssh,precision,5,10,False,ErroneousConjunction,50,0.6006311306593638,True,7.613452911527696e-10,True,9.313225746154785e-09,True
libssh,precision,5,10,False,ErroneousConjunction,75,0.45890487398948887,True,8.209103494865363e-10,True,1.30385160446167e-08,True
libssh,precision,5,10,False,ErroneousConjunction,100,0.08573165352623277,True,3.7584036769056265e-08,True,5.122274160385132e-08,True
libssh,precision,5,10,False,SwappedFeature,25,0.566116865142667,True,1.953365644814129e-06,True,4.610046744346619e-06,True
libssh,precision,5,10,False,SwappedFeature,50,0.14627842565941973,True,0.012576409037147665,True,0.007730001583695412,True
libssh,precision,5,10,False,SwappedFeature,75,0.11291716969393678,True,0.9867282347047404,False,0.9738683262839913,False
libssh,precision,5,10,False,SwappedFeature,100,0.23737749598184976,True,0.9999695802820255,False,0.999986557289958,False
libssh,precision,5,10,True,SwappedCondition,25,9.843862168842266e-07,False,0.000241766798664834,True,1.0244548320770264e-07,True
libssh,precision,5,10,True,SwappedCondition,50,0.01757255658428294,False,0.08726277760891354,False,0.05019867792725563,False
libssh,precision,5,10,True,SwappedCondition,75,3.849131674108875e-07,False,0.9264177869037992,False,0.9498013220727444,False
libssh,precision,5,10,True,SwappedCondition,100,0.0006134832660192983,False,0.9999659537895776,False,0.9999990044161677,False
libssh,precision,5,10,True,ErroneousConjunction,25,3.9566658816462806e-07,False,6.576924212617378e-05,True,1.4244516560381606e-06,True
libssh,precision,5,10,True,ErroneousConjunction,50,0.21480570099865343,True,5.35179868599506e-06,True,2.5723129510879517e-06,True
libssh,precision,5,10,True,ErroneousConjunction,75,6.344299907145819e-05,False,1.2084994362378864e-05,True,4.0046870708465576e-08,True
libssh,precision,5,10,True,ErroneousConjunction,100,7.651255062970842e-05,False,0.0005057712146223624,True,7.643550634384155e-05,True
libssh,precision,5,10,True,SwappedFeature,25,5.9768067879341844e-06,False,0.00014900418052572655,True,1.5739351511001587e-07,True
libssh,precision,5,10,True,SwappedFeature,50,5.6407362198657884e-05,False,0.15315170608424267,False,0.01920920889824629,True
libssh,precision,5,10,True,SwappedFeature,75,1.2871624363154634e-05,False,0.737451710579389,False,0.6424335166811943,False
libssh,precision,5,10,True,SwappedFeature,100,0.0003600322217669509,False,0.999991259038907,False,0.999999993480742,False
libssh,precision,5,15,False,SwappedCondition,25,0.7142072227470546,True,1.6946837624490675e-07,True,8.419156074523926e-07,True
libssh,precision,5,15,False,SwappedCondition,50,0.048288094360081704,False,0.0323419298083659,True,0.020244861021637917,True
libssh,precision,5,15,False,SwappedCondition,75,0.01324493895467733,False,0.9770903482847716,False,0.9763704752549529,False
libssh,precision,5,15,False,SwappedCondition,100,0.8288445798829489,True,0.9999999804556524,False,0.9999999767169356,False
libssh,precision,5,15,False,ErroneousConjunction,25,0.196087109208537,True,3.48221240244422e-12,True,1.862645149230957e-09,True
libssh,precision,5,15,False,ErroneousConjunction,50,0.024400285824330178,False,6.060410543865961e-10,True,2.7939677238464355e-09,True
libssh,precision,5,15,False,ErroneousConjunction,75,0.05427107652423347,True,6.941115753331988e-10,True,2.7939677238464355e-09,True
libssh,precision,5,15,False,ErroneousConjunction,100,0.4496116711101795,True,2.215031558806295e-11,True,9.313225746154785e-10,True
libssh,precision,5,15,False,SwappedFeature,25,0.21639542075925405,True,1.8925619805845903e-07,True,1.3811513781547546e-06,True
libssh,precision,5,15,False,SwappedFeature,50,0.4022470468116689,True,0.01182180363221076,True,0.005651530809700489,True
libssh,precision,5,15,False,SwappedFeature,75,0.133295005337216,True,0.9539890211284444,False,0.889676621183753,False
libssh,precision,5,15,False,SwappedFeature,100,0.7179567027053242,True,0.9999865505969675,False,0.999994695186615,False
libssh,precision,5,15,True,SwappedCondition,25,2.115240929738758e-06,False,0.0069140082215742625,True,4.610046744346619e-06,True
libssh,precision,5,15,True,SwappedCondition,50,0.32074681703634444,True,0.011421927770536905,True,0.007730001583695412,True
libssh,precision,5,15,True,SwappedCondition,75,0.016025280113274046,False,0.7809158957638803,False,0.889676621183753,False
libssh,precision,5,15,True,SwappedCondition,100,0.0047404779668197665,False,0.999998345127306,False,0.999999993480742,False
libssh,precision,5,15,True,ErroneousConjunction,25,0.004318461717462951,False,3.4494932072635127e-09,True,1.862645149230957e-09,True
libssh,precision,5,15,True,ErroneousConjunction,50,9.096662369678792e-06,False,6.164653761146446e-07,True,6.51925802230835e-09,True
libssh,precision,5,15,True,ErroneousConjunction,75,0.012750152032235562,False,5.809592053216178e-08,True,5.960464477539062e-07,True
libssh,precision,5,15,True,ErroneousConjunction,100,1.441793844327593e-05,False,1.9900550696292494e-05,True,6.51925802230835e-09,True
libssh,precision,5,15,True,SwappedFeature,25,0.012464370006321331,False,1.320639626835711e-06,True,1.2759119272232056e-07,True
libssh,precision,5,15,True,SwappedFeature,50,0.004317717487471486,False,0.28702382261180226,False,0.08529919758439064,False
libssh,precision,5,15,True,SwappedFeature,75,7.488872701986543e-05,False,0.973446984799944,False,0.9616393921896815,False
libssh,precision,5,15,True,SwappedFeature,100,0.004980026670104335,False,0.9999846902602382,False,0.9999996544793248,False
libssh,precision,5,20,False,SwappedCondition,25,0.42343886898803884,True,1.2176554738344987e-06,True,3.458932042121887e-06,True
libssh,precision,5,20,False,SwappedCondition,50,0.03230218920683201,False,0.22450308020430212,False,0.154260384850204,False
libssh,precision,5,20,False,SwappedCondition,75,0.07433386797226425,True,0.9991613350026752,False,0.9974936936050653,False
libssh,precision,5,20,False,SwappedCondition,100,0.03577939580056388,False,0.9999988881125469,False,0.9999998975545168,False
libssh,precision,5,20,False,ErroneousConjunction,25,0.6755241815914381,True,3.228881657880133e-13,True,9.313225746154785e-10,True
libssh,precision,5,20,False,ErroneousConjunction,50,0.052016067558407326,True,1.0726645703002093e-11,True,9.313225746154785e-10,True
libssh,precision,5,20,False,ErroneousConjunction,75,0.06294443339708328,True,1.0002285500924655e-12,True,9.313225746154785e-10,True
libssh,precision,5,20,False,ErroneousConjunction,100,0.3055447245219455,True,1.2763037019079735e-11,True,1.862645149230957e-09,True
libssh,precision,5,20,False,SwappedFeature,25,0.06553158294738419,True,2.687129825319207e-07,True,1.3811513781547546e-06,True
libssh,precision,5,20,False,SwappedFeature,50,0.19206350294198776,True,0.04431916960657044,True,0.04805078636854887,True
libssh,precision,5,20,False,SwappedFeature,75,0.40051808471462635,True,0.9856720512827482,False,0.9738683262839913,False
libssh,precision,5,20,False,SwappedFeature,100,0.6445248362773985,True,0.9999805523758342,False,0.9999939082190394,False
libssh,precision,5,20,True,SwappedCondition,25,0.1661373904449619,True,1.6006359710033372e-06,True,7.096678018569946e-07,True
libssh,precision,5,20,True,SwappedCondition,50,0.03372512460607268,False,0.009729406948092665,True,0.007730001583695412,True
libssh,precision,5,20,True,SwappedCondition,75,3.862553171158304e-06,False,0.988020441730462,False,0.9882949283346534,False
libssh,precision,5,20,True,SwappedCondition,100,0.00047611478515177934,False,0.9999951094043809,False,0.999999993480742,False
libssh,precision,5,20,True,ErroneousConjunction,25,0.08910712187664331,True,5.4610666316488907e-14,True,9.313225746154785e-10,True
libssh,precision,5,20,True,ErroneousConjunction,50,0.018612953358350445,False,8.206019878423212e-14,True,9.313225746154785e-10,True
libssh,precision,5,20,True,ErroneousConjunction,75,0.15400626259355393,True,2.4751355444377186e-11,True,9.313225746154785e-10,True
libssh,precision,5,20,True,ErroneousConjunction,100,0.0009613650732406199,False,1.701572914746065e-05,True,2.3562461137771606e-07,True
libssh,precision,5,20,True,SwappedFeature,25,0.02433800298369657,False,9.513939798238222e-10,True,1.7695128917694092e-08,True
libssh,precision,5,20,True,SwappedFeature,50,0.00020253275062663765,False,0.0888236128929361,False,0.009264740161597729,True
libssh,precision,5,20,True,SwappedFeature,75,2.5815896632005553e-05,False,0.9508091148154764,False,0.9817825015634298,False
libssh,precision,5,20,True,SwappedFeature,100,0.002466552835374776,False,0.9999542848636789,False,0.9999977890402079,False
libssh,precision,5,25,False,SwappedCondition,25,0.1213398022915037,True,8.768932052972122e-08,True,5.960464477539062e-07,True
libssh,precision,5,25,False,SwappedCondition,50,0.34714229142151554,True,0.23118670857177,False,0.154260384850204,False
libssh,precision,5,25,False,SwappedCondition,75,0.5780725234266288,True,0.9921282656145141,False,0.9912731656804681,False
libssh,precision,5,25,False,SwappedCondition,100,0.39087254231866186,True,0.9999811955828439,False,0.999994695186615,False
libssh,precision,5,25,False,ErroneousConjunction,25,0.24901966203797005,True,2.822462609759275e-12,True,1.862645149230957e-09,True
libssh,precision,5,25,False,ErroneousConjunction,50,0.36851186917689915,True,9.691381118142719e-11,True,6.51925802230835e-09,True
libssh,precision,5,25,False,ErroneousConjunction,75,0.24826371062244618,True,7.423862766662799e-11,True,6.51925802230835e-09,True
libssh,precision,5,25,False,ErroneousConjunction,100,0.40262220782047337,True,1.2285981135684218e-11,True,4.6566128730773926e-09,True
libssh,precision,5,25,False,SwappedFeature,25,0.15543315628376908,True,3.6496816185493176e-07,True,1.6195699572563171e-06,True
libssh,precision,5,25,False,SwappedFeature,50,0.08047806905844763,True,0.052066484263359476,False,0.04016368091106415,True
libssh,precision,5,25,False,SwappedFeature,75,0.1021143292331354,True,0.9877327577823968,False,0.9711560355499387,False
libssh,precision,5,25,False,SwappedFeature,100,0.5437457418862137,True,0.9999869287656771,False,0.9999977890402079,False
libssh,precision,5,25,True,SwappedCondition,25,0.02689711720088426,False,5.5609640907844675e-06,True,1.183338463306427e-05,True
libssh,precision,5,25,True,SwappedCondition,50,0.0894273938967239,True,0.10454081302227729,False,0.054716029204428196,False
libssh,precision,5,25,True,SwappedCondition,75,0.0015303409332367362,False,0.9954773054069027,False,0.9959285100921988,False
libssh,precision,5,25,True,SwappedCondition,100,0.006341384731951725,False,0.9997479818988982,False,0.999992011114955,False
libssh,precision,5,25,True,ErroneousConjunction,25,0.2748694729460916,True,2.1535663334577513e-12,True,1.862645149230957e-09,True
libssh,precision,5,25,True,ErroneousConjunction,50,0.04135830409427152,False,9.158386457873102e-12,True,6.51925802230835e-09,True
libssh,precision,5,25,True,ErroneousConjunction,75,0.004346418171486857,False,1.554940410133276e-10,True,6.51925802230835e-09,True
libssh,precision,5,25,True,ErroneousConjunction,100,7.446909207664215e-05,False,7.362139366042379e-06,True,9.313225746154785e-09,True
libssh,precision,5,25,True,SwappedFeature,25,0.6426809880084916,True,6.5052915417761146e-09,True,6.51925802230835e-08,True
libssh,precision,5,25,True,SwappedFeature,50,0.3538601353609089,True,0.03516657501682223,True,0.027460814453661442,True
libssh,precision,5,25,True,SwappedFeature,75,2.130067595558576e-05,False,0.9709019830234785,False,0.9725391855463386,False
libssh,precision,5,25,True,SwappedFeature,100,0.015623569251578269,False,0.9999880139325268,False,0.9999991580843925,False
libssh,precision,7,5,False,SwappedCondition,25,0.07592538120375138,True,0.011198315930467792,True,0.014945677128317535,True
libssh,precision,7,5,False,SwappedCondition,50,0.10616792766306576,True,0.902171020496553,False,0.8942223065747286,False
libssh,precision,7,5,False,SwappedCondition,75,0.33066099262454385,True,0.9957051374579897,False,0.9960238530984951,False
libssh,precision,7,5,False,SwappedCondition,100,0.4713759623635967,True,0.9999995116931856,False,0.9999931726648256,False
libssh,precision,7,5,False,ErroneousConjunction,25,0.007021939853863038,False,1.5901122333185007e-06,True,3.140542389116985e-06,True
libssh,precision,7,5,False,ErroneousConjunction,50,0.004044389353228764,False,3.787943444300883e-07,True,1.8948097207904354e-06,True
libssh,precision,7,5,False,ErroneousConjunction,75,0.009659981022482035,False,7.5633476172568165e-06,True,1.7957575110159444e-05,True
libssh,precision,7,5,False,ErroneousConjunction,100,0.04869615406613115,False,0.00011247841925725949,True,7.152692395508431e-05,True
libssh,precision,7,5,False,SwappedFeature,25,0.13467006284094452,True,0.0053808355135694,True,0.008781350538089242,True
libssh,precision,7,5,False,SwappedFeature,50,0.07210891925094405,True,0.816113261861582,False,0.8127526225178392,False
libssh,precision,7,5,False,SwappedFeature,75,0.21573543931754674,True,0.9815572849951102,False,0.9782095718036954,False
libssh,precision,7,5,False,SwappedFeature,100,0.09061281547769896,True,0.999997953177116,False,0.9999792401569155,False
libssh,precision,7,5,True,SwappedCondition,25,5.232709480117844e-05,False,0.01335182841979478,True,0.000502652151038715,True
libssh,precision,7,5,True,SwappedCondition,50,1.6010904900694218e-06,False,0.7871302780849586,False,0.5667771932997174,False
libssh,precision,7,5,True,SwappedCondition,75,1.3534094241464335e-07,False,0.9948584856361428,False,0.9992166817621261,False
libssh,precision,7,5,True,SwappedCondition,100,0.02192815700787006,False,0.9999899431345696,False,0.9999860487058623,False
libssh,precision,7,5,True,ErroneousConjunction,25,9.743676949326894e-06,False,0.00010508422803529572,True,3.516707045477865e-06,True
libssh,precision,7,5,True,ErroneousConjunction,50,1.6426670424715014e-07,False,0.0018858673873241338,True,5.541577824188645e-06,True
libssh,precision,7,5,True,ErroneousConjunction,75,9.568404420009042e-08,False,0.004828307913949375,True,0.00017197808966517626,True
libssh,precision,7,5,True,ErroneousConjunction,100,0.0003059294207685705,False,0.004053680681845112,True,0.005038572511702609,True
libssh,precision,7,5,True,SwappedFeature,25,5.048077300550892e-06,False,0.006171466630494625,True,0.000502652151038715,True
libssh,precision,7,5,True,SwappedFeature,50,2.0033339942094393e-08,False,0.17178297236008797,False,0.6506641664102625,False
libssh,precision,7,5,True,SwappedFeature,75,7.538743530780143e-06,False,0.9276477175407163,False,0.9991760002016359,False
libssh,precision,7,5,True,SwappedFeature,100,0.006401940316378507,False,0.9998136688490623,False,0.999934772787466,False
libssh,precision,7,10,False,SwappedCondition,25,0.26380585440700727,True,0.010603903704522933,True,0.022541176477551893,True
libssh,precision,7,10,False,SwappedCondition,50,0.22394172378326543,True,0.9432310875631372,False,0.9464023449072306,False
libssh,precision,7,10,False,SwappedCondition,75,0.23992928510421024,True,0.9999505775513717,False,0.9998410522605163,False
libssh,precision,7,10,False,SwappedCondition,100,0.5102254540292319,True,0.9999986582574923,False,0.9999995836988091,False
libssh,precision,7,10,False,ErroneousConjunction,25,0.006567252088543331,False,9.69758488822742e-07,True,1.4244516560381606e-06,True
libssh,precision,7,10,False,ErroneousConjunction,50,0.006000411236872618,False,1.0249011046047778e-06,True,1.7574815406371137e-06,True
libssh,precision,7,10,False,ErroneousConjunction,75,0.07932877381212491,True,7.222115603123229e-07,True,3.2653409210495523e-06,True
libssh,precision,7,10,False,ErroneousConjunction,100,0.016135753962124407,False,9.36657568075333e-05,True,2.4842098355293274e-05,True
libssh,precision,7,10,False,SwappedFeature,25,0.08947247706052383,True,0.015500728568484166,True,0.013542177488868865,True
libssh,precision,7,10,False,SwappedFeature,50,0.13328583081695855,True,0.5778089192804154,False,0.44411240609640334,False
libssh,precision,7,10,False,SwappedFeature,75,0.21862111097168457,True,0.9994488472320897,False,0.9988921429885054,False
libssh,precision,7,10,False,SwappedFeature,100,0.14946930502922734,True,0.9999893497651502,False,0.9999827342107892,False
libssh,precision,7,10,True,SwappedCondition,25,7.72736553390079e-06,False,0.0009335607183713086,True,0.00017503801348718988,True
libssh,precision,7,10,True,SwappedCondition,50,3.6269269697817716e-05,False,0.7470712652134082,False,0.7166826739109411,False
libssh,precision,7,10,True,SwappedCondition,75,8.897889044677041e-05,False,0.9994005313651358,False,0.9998864344385575,False
libssh,precision,7,10,True,SwappedCondition,100,0.02380717172581471,False,0.9999827940710627,False,0.9999995008111,False
libssh,precision,7,10,True,ErroneousConjunction,25,1.1023851484981e-05,False,3.865804811474625e-05,True,1.4244516560381606e-06,True
libssh,precision,7,10,True,ErroneousConjunction,50,1.1355278925893452e-05,False,9.396076559236445e-05,True,3.2653409210495523e-06,True
libssh,precision,7,10,True,ErroneousConjunction,75,2.380443549004702e-05,False,1.4701187708946413e-05,True,2.660913262307036e-06,True
libssh,precision,7,10,True,ErroneousConjunction,100,0.0005246654411444018,False,0.0006810339933097408,True,0.0001416318118572235,True
libssh,precision,7,10,True,SwappedFeature,25,1.276562631497102e-06,False,0.020151017039970395,True,0.0030827258659772523,True
libssh,precision,7,10,True,SwappedFeature,50,1.895934821247497e-05,False,0.818828377360794,False,0.3606271995796382,False
libssh,precision,7,10,True,SwappedFeature,75,0.00017737533349312235,False,0.9998640466645261,False,0.9999791269032828,False
libssh,precision,7,10,True,SwappedFeature,100,0.03572575907704618,False,0.9999533487907347,False,0.9999965410679579,False
libssh,precision,7,15,False,SwappedCondition,25,0.2726603660598495,True,0.06083885111608288,False,0.11930574569598373,False
libssh,precision,7,15,False,SwappedCondition,50,0.9057985622540166,True,0.8810886246787993,False,0.8816738277673721,False
libssh,precision,7,15,False,SwappedCondition,75,0.6508963599911399,True,0.999929992947372,False,0.9999447092413902,False
libssh,precision,7,15,False,SwappedCondition,100,0.797136957292804,True,0.9999999834705714,False,0.9999999599531293,False
libssh,precision,7,15,False,ErroneousConjunction,25,0.06122014360943476,True,4.838579259537128e-08,True,1.2815416253625037e-06,True
libssh,precision,7,15,False,ErroneousConjunction,50,0.05529018439620731,True,2.618999214665427e-07,True,4.0046870708465576e-08,True
libssh,precision,7,15,False,ErroneousConjunction,75,0.01579928085538921,False,2.357687585777303e-07,True,9.313225746154785e-10,True
libssh,precision,7,15,False,ErroneousConjunction,100,0.028523195427406556,False,4.0716775556026785e-07,True,1.30385160446167e-08,True
libssh,precision,7,15,False,SwappedFeature,25,0.19161184508023638,True,0.01839658981705137,True,0.022742244585992423,True
libssh,precision,7,15,False,SwappedFeature,50,0.3399620237727525,True,0.9453164611508125,False,0.9498013220727444,False
libssh,precision,7,15,False,SwappedFeature,75,0.1357409634250924,True,0.9998110931056596,False,0.9997225869446993,False
libssh,precision,7,15,False,SwappedFeature,100,0.16927831688385203,True,0.9999998231119789,False,0.9999997140839696,False
libssh,precision,7,15,True,SwappedCondition,25,0.23692796326896204,True,0.0003829949243772787,True,0.0010304730646141021,True
libssh,precision,7,15,True,SwappedCondition,50,3.707653488891644e-07,False,0.9247101663624401,False,0.9179079588502645,False
libssh,precision,7,15,True,SwappedCondition,75,0.0019224976997072438,False,0.9971329833629498,False,0.9998275209218264,False
libssh,precision,7,15,True,SwappedCondition,100,0.022300394624942713,False,0.9999998770512118,False,0.9999999972060323,False
libssh,precision,7,15,True,ErroneousConjunction,25,4.5769893971587284e-08,False,0.0005844544746335388,True,1.2815416253625037e-06,True
libssh,precision,7,15,True,ErroneousConjunction,50,0.15108613755758288,True,5.13708874274274e-08,True,6.51925802230835e-09,True
libssh,precision,7,15,True,ErroneousConjunction,75,5.246429740536352e-05,False,9.651367454111736e-05,True,6.983056664466858e-06,True
libssh,precision,7,15,True,ErroneousConjunction,100,3.4637049966851e-05,False,0.00010986027797934421,True,3.4552067518234253e-07,True
libssh,precision,7,15,True,SwappedFeature,25,0.641488395979201,True,0.0004314151482717104,True,0.000827102795586242,True
libssh,precision,7,15,True,SwappedFeature,50,0.14006401078590452,True,0.8932304861361401,False,0.8935335734859109,False
libssh,precision,7,15,True,SwappedFeature,75,0.001440829674864528,False,0.9897968714828556,False,0.9993839478120208,False
libssh,precision,7,15,True,SwappedFeature,100,0.02980098917776878,False,0.9999996800188001,False,0.9999999953433871,False
libssh,precision,7,20,False,SwappedCondition,25,0.797447591666805,True,0.009235767215323253,True,0.007730001583695412,True
libssh,precision,7,20,False,SwappedCondition,50,0.15360663865198654,True,0.9347942924450117,False,0.9009621003642678,False
libssh,precision,7,20,False,SwappedCondition,75,0.7037952984774746,True,0.9999401714814417,False,0.9999056998640299,False
libssh,precision,7,20,False,SwappedCondition,100,0.12266028936174878,True,0.9999997653520286,False,0.9999986188486218,False
libssh,precision,7,20,False,ErroneousConjunction,25,0.017154686753882535,False,3.912134143379171e-07,True,1.4244516560381606e-06,True
